"","create_date","version_id","user_id","manuscript_id","manuscript_DOI","actionability","concreteness_confidence","discovery_value","expertise","abstract","url","year","AltScore","abstract_nchar","abstract_num_digits","abstract_has_digits","abstract_findings_results","dv_words","act_words","con_words"
"11","2017-07-13 20:13:00","2",1,346,"10.1038/nature00807",4.2,1.02,2.5,3.28,"In the vast majority of brain areas the firing rates of neurons averaged over several hundred milliseconds to several seconds can be strongly modulated by and provide accurate information about properties of their inputs. This is referred to as the rate code. However the biophysical laws of synaptic plasticity require precise timing of spikes over short timescales (<10 ms). Hence it is critical to understand the physiological mechanisms that can generate precise spike timing in vivo and the relationship between such a temporal code and a rate code. Here we propose a mechanism by which a temporal code can be generated through an interaction between an asymmetric rate code and oscillatory  inhibition. Consistent with the predictions of our model the rate and temporal codes of hippocampal pyramidal neurons are highly correlated. Furthermore the temporal code becomes more robust with experience. The resulting spike timing satisfies the temporal order constraints of hebbian learning. Thus oscillations  and receptive field asymmetry may have a critical role in temporal sequence learning.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnature00807&report=abstract&format=text","2002",1,1098,2,TRUE,1,0,1,1
"12","2017-07-13 20:14:00","2",1,348,"10.1006/nlme.1998.3843",3.83,3.39,2.28,3.48,"The basal ganglia have been shown to contribute to habit and stimulus-response (S-R) learning. These forms of learning have the property of slow acquisition and in humans can occur without conscious awareness. This paper proposes that one aspect of basal ganglia-based learning is the recoding of cortically derived  information within the striatum. Modular corticostriatal projection patterns demonstrated experimentally are viewed as producing recoded templates suitable for the gradual selection of new input-output relations in cortico-basal ganglia  loops. Recordings from striatal projection neurons and interneurons show that activity patterns in the striatum are modified gradually during the course of S-R learning. It is proposed that this recoding within the striatum can chunk the representations of motor and cognitive action sequences so that they can be implemented as performance units. This scheme generalizes Miller's notion of information chunking to action control. The formation and the efficient implementation of action chunks are viewed as being based on predictive signals.  It is suggested that information chunking provides a mechanism for the acquisition and the expression of action repertoires that without such information compression would be biologically unwieldy or difficult to implement. The learning and memory functions of the basal ganglia are thus seen as core features of the basal ganglia's influence on motor and cognitive pattern generators.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1006%2Fnlme.1998.3843&report=abstract&format=text","1998",8,1485,0,FALSE,0,1,5,0
"13","2017-07-13 20:16:00","2",1,349,"10.1038/nature15398",1.28,0.23,0.55,2.13,"How the brain selects appropriate sensory inputs and suppresses distractors is unknown. Given the well-established role of the prefrontal cortex (PFC) in executive function its interactions with sensory cortical areas during attention have been hypothesized to control sensory selection. To test this idea and more  generally dissect the circuits underlying sensory selection we developed a cross-modal divided-attention task in mice that allowed genetic access to this cognitive process. By optogenetically perturbing PFC function in a temporally precise window the ability of mice to select appropriately between conflicting visual and auditory stimuli was diminished. Equivalent sensory thalamocortical manipulations showed that behaviour was causally dependent on PFC interactions with the sensory thalamus not sensory cortex. Consistent with this notion we found neurons of the visual thalamic reticular nucleus (visTRN) to exhibit PFC-dependent changes in firing rate predictive of the modality selected. visTRN  activity was causal to performance as confirmed by bidirectional optogenetic manipulations of this subnetwork. Using a combination of electrophysiology and intracellular chloride photometry we demonstrated that visTRN dynamically controls visual thalamic gain through feedforward inhibition. Our experiments introduce a new subcortical model of sensory selection in which the PFC biases thalamic reticular subnetworks to control thalamic sensory gain selecting appropriate inputs for further processing.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnature15398&report=abstract&format=text","2015",811.64600000001,1522,0,FALSE,0,2,2,1
"14","2017-07-13 20:22:00","2",1,351,"10.1038/nn.2337",1.75,4.6,3.23,3.17,"Slow-wave sleep (SWS) is important for memory consolidation. During sleep neural patterns reflecting previously acquired information are replayed. One possible reason for this is that such replay exchanges information between hippocampus and neocortex supporting consolidation. We recorded neuron ensembles in the rat medial prefrontal cortex (mPFC) to study memory trace reactivation during SWS following learning and execution of cross-modal strategy shifts. In general reactivation of learning-related patterns occurred in distinct highly synchronized transient bouts mostly simultaneous with hippocampal sharp wave/ripple complexes (SPWRs) when hippocampal ensemble reactivation and cortico-hippocampal interaction is enhanced. During sleep following learning of a new rule mPFC neural patterns that appeared during response selection replayed prominently coincident with hippocampal SPWRs. This was learning dependent as the patterns appeared only after rule acquisition. Therefore learning or the resulting reliable reward influenced which patterns were most strongly encoded and successively reactivated in the hippocampal/prefrontal network.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnn.2337&report=abstract&format=text","2009",22,1149,0,FALSE,1,3,1,0
"15","2017-07-13 20:25:00","2",1,353,"10.1038/nn.4058",3.08,5,3.33,1.71,"Intelligent behavior demands not only multiple forms of spatial representation but also coordination among the brain regions mediating those representations. Retrosplenial cortex is densely interconnected with the majority of cortical and  subcortical brain structures that register an animal's position in multiple internal and external spatial frames of reference. This unique anatomy suggests that it functions to integrate distinct forms of spatial information and provides an interface for transformations between them. Evidence for this was found in rats traversing two different routes placed at different environmental locations. Retrosplenial ensembles robustly encoded conjunctions of progress through the current route position in the larger environment and the left versus right turning behavior of the animal. Thus the retrosplenial cortex has the requisite  dynamics to serve as an intermediary between brain regions generating different forms of spatial mapping a result that is consistent with navigational and episodic memory impairments following damage to this region in humans.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnn.4058&report=abstract&format=text","2015",86.732,1097,0,FALSE,1,1,0,0
"16","2017-07-13 20:28:00","2",1,354,"10.1126/science.1135801",2.65,0.95,0.86,3.39,"Theoretical models have long pointed to the dentate gyrus as a possible source of neuronal pattern separation. In agreement with predictions from these models we  show that minimal changes in the shape of the environment in which rats are exploring can substantially alter correlated activity patterns among place-modulated granule cells in the dentate gyrus. When the environments are made more different new cell populations are recruited in CA3 but not in the dentate gyrus. These results imply a dual mechanism for pattern separation in which signals from the entorhinal cortex can be decorrelated both by changes in coincidence patterns in the dentate gyrus and by recruitment of nonoverlapping cell assemblies in CA3.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1126%2Fscience.1135801&report=abstract&format=text","2007",25.976,723,2,TRUE,1,3,0,0
"17","2017-07-13 20:30:00","2",1,355,"10.1126/science.aam6808",1.93,3.31,2.53,2.81,"Episodic memories initially require rapid synaptic plasticity within the hippocampus for their formation and are gradually consolidated in neocortical networks for permanent storage. However the engrams and circuits that support neocortical memory consolidation have thus far been unknown. We found that neocortical prefrontal memory engram cells which are critical for remote contextual fear memory were rapidly generated during initial learning through inputs from both the hippocampal-entorhinal cortex network and the basolateral amygdala. After their generation the prefrontal engram cells with support from  hippocampal memory engram cells became functionally mature with time. Whereas hippocampal engram cells gradually became silent with time engram cells in the basolateral amygdala which were necessary for fear memory were maintained. Our  data provide new insights into the functional reorganization of engrams and circuits underlying systems consolidation of memory.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1126%2Fscience.aam6808&report=abstract&format=text","2017",633.982,979,0,FALSE,0,1,0,0
"18","2017-08-11 14:52:00","2",1,419,"10.1038/nn.4613",0,3.85,0.05,2.49,"Planning can be defined as action selection that leverages an internal model of the outcomes likely to follow each possible action. Its neural mechanisms remain  poorly understood. Here we adapt recent advances from human research for rats presenting for the first time an animal task that produces many trials of planned behavior per session making multitrial rodent experimental tools available to study planning. We use part of this toolkit to address a perennially controversial issue in planning: the role of the dorsal hippocampus. Although prospective hippocampal representations have been proposed to support planning intact planning in animals with damaged hippocampi has been repeatedly observed.  Combining formal algorithmic behavioral analysis with muscimol inactivation we provide causal evidence directly linking dorsal hippocampus with planning behavior. Our results and methods open the door to new and more detailed investigations of the neural mechanisms of planning in the hippocampus and throughout the brain.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnn.4613&report=abstract&format=text","2017",267.55,1030,0,FALSE,1,1,3,0
"19","2017-04-11 17:51:00","1",7,220,"10.1038/nn.4173",3.3,2.67,4.05,2.58,"Dopamine cell firing can encode errors in reward prediction providing a learning signal to guide future behavior. Yet dopamine is also a key modulator of motivation invigorating current behavior. Existing theories propose that fast (phasic) dopamine fluctuations support learning whereas much slower (tonic) dopamine changes are involved in motivation. We examined dopamine release in the  nucleus accumbens across multiple time scales using complementary microdialysis  and voltammetric methods during adaptive decision-making. We found that minute-by-minute dopamine levels covaried with reward rate and motivational vigor. Second-by-second dopamine release encoded an estimate of temporally discounted future reward (a value function). Changing dopamine immediately altered willingness to work and reinforced preceding action choices by encoding temporal-difference reward prediction errors. Our results indicate that dopamine  conveys a single rapidly evolving decision variable the available reward for investment of effort which is employed for both learning and motivational functions.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnn.4173&report=abstract&format=text","2016",126.126,1092,0,FALSE,1,1,1,0
"20","2017-04-11 17:55:00","1",7,248,"10.1126/science.aaf0902",2.72,3.07,3.87,2.49,"During tactile perception long-range intracortical top-down axonal projections are essential for processing sensory information. Whether these projections regulate sleep-dependent long-term memory consolidation is unknown. We altered top-down inputs from higher-order cortex to sensory cortex during sleep and examined the consolidation of memories acquired earlier during awake texture perception. Mice learned novel textures and consolidated them during sleep. Within the first hour of non-rapid eye movement (NREM) sleep optogenetic inhibition of top-down projecting axons from secondary motor cortex (M2) to primary somatosensory cortex (S1) impaired sleep-dependent reactivation of S1 neurons and memory consolidation. In NREM sleep and sleep-deprivation states closed-loop asynchronous or synchronous M2-S1 coactivation respectively reduced or prolonged memory retention. Top-down cortical information flow in NREM sleep is thus required for perceptual memory consolidation.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1126%2Fscience.aaf0902&report=abstract&format=text","2016",179.548,980,5,TRUE,0,0,0,0
"21","2017-04-11 17:57:00","1",7,249,"10.1038/nn.4223",2.76,3.2,3.88,2.62,"Cholinergic neurotransmission affects decision-making notably through the modulation of perceptual processing in the cortex. In addition acetylcholine acts on value-based decisions through as yet unknown mechanisms. We found that nicotinic acetylcholine receptors (nAChRs) expressed in the ventral tegmental area (VTA) are involved in the translation of expected uncertainty into motivational value. We developed a multi-armed bandit task for mice with three locations each associated with a different reward probability. We found that mice lacking the nAChR β2 subunit showed less uncertainty-seeking than their wild-type counterparts. Using model-based analysis we found that reward uncertainty motivated wild-type mice but not mice lacking the nAChR β2 subunit.  Selective re-expression of the β2 subunit in the VTA was sufficient to restore spontaneous bursting activity in dopamine neurons and uncertainty-seeking. Our results reveal an unanticipated role for subcortical nAChRs in motivation induced by expected uncertainty and provide a parsimonious account for a wealth of behaviors related to nAChRs in the VTA expressing the β2 subunit.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fnn.4223&report=abstract&format=text","2016",20.65,1146,4,TRUE,1,0,0,0
"22","2017-04-11 18:02:00","1",7,251,"10.1016/j.tins.2012.04.008",2.79,2.99,4.1,1.91,"The existence of a primitive CNS function involved in the activation of all vertebrate behaviors generalized arousal (GA) has been proposed. Here we provide an overview of the neuroanatomical neurophysiological and molecular properties of reticular neurons within the nucleus gigantocellularis (NGC) of the mammalian medulla and propose that the properties of these neurons equip them to contribute powerfully to GA. We also explore the hypothesis that these neurons may have evolved from the Mauthner cell in the medulla of teleost fish although  NGC neurons have a wider range of action far beyond the specific escape network served by Mauthner cells. Understanding the neuronal circuits that control and regulate GA is central to understanding how motivated behaviors such as hunger thirst and sexual behaviors arise.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1016%2Fj.tins.2012.04.008&report=abstract&format=text","2012",0.5,820,0,FALSE,0,0,1,0
"23","2017-07-21 16:08:00","2",8,361,"10.1073/pnas.1406077111",5,2.06,3.44,4.19,"The cortical microcircuit is built with recurrent excitatory connections and it  has long been suggested that the purpose of this design is to enable intrinsically driven reverberating activity. To understand the dynamics of neocortical intrinsic activity better we performed two-photon calcium imaging of populations of neurons from the primary visual cortex of awake mice during visual stimulation and spontaneous activity. In both conditions cortical activity is dominated by coactive groups of neurons forming ensembles whose activation cannot be explained by the independent firing properties of their contributing neurons considered in isolation. Moreover individual neurons flexibly join multiple ensembles vastly expanding the encoding potential of the circuit. Intriguingly the same coactive ensembles can repeat spontaneously and in response to visual stimuli indicating that stimulus-evoked responses arise from  activating these intrinsic building blocks. Although the spatial properties of stimulus-driven and spontaneous ensembles are similar spontaneous ensembles are  active at random intervals whereas visually evoked ensembles are time-locked to  stimuli. We conclude that neuronal ensembles built by the coactivation of flexible groups of neurons are emergent functional units of cortical activity and propose that visual stimuli recruit intrinsically generated ensembles to represent visual attributes.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1073%2Fpnas.1406077111&report=abstract&format=text","2014",12.25,1422,0,FALSE,0,1,0,0
"24","2016-12-15 19:20:00","1",9,100,"10.1002/wrna.1386",2.63,2.4,2.64,2.59,"Circular RNAs (circRNAs) represent a large class of noncoding RNAs (ncRNAs) that  have recently emerged as regulators of gene expression. They have been shown to suppress microRNAs thereby increasing the translation and stability of the targets of such microRNAs. In this review we discuss the emerging functions of circRNAs including RNA transcription splicing turnover and translation. We also discuss other possible facets of circRNAs that can influence their function  depending on the cell context such as circRNA abundance subcellular localization interacting partners (RNA DNA and proteins) dynamic changes in interactions following stimulation and potential circRNA translation. The ensuing changes in gene expression patterns elicited by circRNAs are proposed to  drive key cellular processes such as cell proliferation differentiation and survival that govern health and disease. WIREs RNA 2017 8:e1386. doi: 10.1002/wrna.1386 For further resources related to this article please visit the WIREs website.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1002%2Fwrna.1386&report=abstract&format=text","2017",2,1014,19,TRUE,0,3,1,0
"25","2016-12-19 17:23:00","1",10,103,"10.1016/j.cell.2016.09.025",2.96,3.38,4.09,4.28,"Individuals from different populations vary considerably in their susceptibility  to immune-related diseases. To understand how genetic variation and natural selection contribute to these differences we tested for the effects of African versus European ancestry on the transcriptional response of primary macrophages to live bacterial pathogens. A total of 9.3% of macrophage-expressed genes show ancestry-associated differences in the gene regulatory response to infection and African ancestry specifically predicts a stronger inflammatory response and reduced intracellular bacterial growth. A large proportion of these differences are under genetic control: for 804 genes more than 75% of ancestry effects on the immune response can be explained by a single cis- or trans-acting expression  quantitative trait locus (eQTL). Finally we show that genetic effects on the immune response are strongly enriched for recent population-specific signatures  of adaptation. Together our results demonstrate how historical selective events  continue to shape human phenotypic diversity today including for traits that are key to controlling infection.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1016%2Fj.cell.2016.09.025&report=abstract&format=text","2016",400.362,1143,7,TRUE,1,0,0,0
"26","2016-12-19 17:24:00","1",10,104,"10.1038/ng.3694",2.97,3.11,2.49,5,"The functional rules for microRNA (miRNA) targeting remain controversial despite  their biological importance because only a small fraction of distinct interactions called site types have been examined among an astronomical number  of site types that can occur between miRNAs and their target mRNAs. To systematically discover functional site types and to evaluate the contradicting rules reported previously we used large-scale transcriptome data and statistically examined whether each of approximately 2 billion site types is enriched in differentially downregulated mRNAs responding to overexpressed miRNAs. Accordingly we identified seven non-canonical functional site types most of which are novel in addition to four canonical site types while also removing numerous false positives reported by previous studies. Extensive experimental validation and significantly elevated 3' UTR sequence conservation indicate that these non-canonical site types may have biologically relevant roles. Our expanded catalog of functional site types suggests that the gene regulatory network controlled by miRNAs may be far more complex than currently understood.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fng.3694&report=abstract&format=text","2016",25.05,1152,2,TRUE,0,2,5,0
"27","2016-12-19 17:25:00","1",10,105,"10.1016/j.molcel.2016.10.025",3.23,4.06,3.77,2.73,"Histone-modifying enzymes regulate transcription and are sensitive to availability of endogenous small-molecule metabolites allowing chromatin to respond to changes in environment. The gut microbiota produces a myriad of metabolites that affect host physiology and susceptibility to disease; however the underlying molecular events remain largely unknown. Here we demonstrate that  microbial colonization regulates global histone acetylation and methylation in multiple host tissues in a diet-dependent manner: consumption of a ""Western-type"" diet prevents many of the microbiota-dependent chromatin changes that occur in a  polysaccharide-rich diet. Finally we demonstrate that supplementation of germ-free mice with short-chain fatty acids major products of gut bacterial fermentation is sufficient to recapitulate chromatin modification states and transcriptional responses associated with colonization. These findings have profound implications for understanding the complex functional interactions between diet gut microbiota and host health.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1016%2Fj.molcel.2016.10.025&report=abstract&format=text","2016",335.19,1047,0,FALSE,1,2,1,0
"28","2016-12-19 17:25:00","1",10,106,"10.1038/srep35815",2.74,2.79,3.37,4.54,"Systemic arterial hypertension is an important cause of cardiovascular disease morbidity and mortality. African Americans are disproportionately affected by hypertension in fact the incidence prevalence and severity of hypertension is  highest among African American (AA) women. Previous data suggests that differential gene expression influences individual susceptibility to selected diseases and we hypothesized that this phenomena may affect health disparities in hypertension. Transcriptional profiling of peripheral blood mononuclear cells from AA or white normotensive or hypertensive females identified thousands of mRNAs differentially-expressed by race and/or hypertension. Predominant gene expression differences were observed in AA hypertensive females compared to AA normotensives or white hypertensives. Since microRNAs play important roles in regulating gene expression we profiled global microRNA expression and observed differentially-expressed microRNAs by race and/or hypertension. We identified novel mRNA-microRNA pairs potentially involved in hypertension-related pathways and differently-expressed including MCL1/miR-20a-5p APOL3/miR-4763-5p PLD1/miR-4717-3p and PLD1/miR-4709-3p. We validated gene expression levels via RT-qPCR and microRNA target validation was performed in primary endothelial cells. Altogether we identified significant gene expression differences between  AA and white female hypertensives and pinpointed novel mRNA-microRNA pairs differentially-expressed by hypertension and race. These differences may contribute to the known disparities in hypertension and may be potential targets  for intervention.","https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1038%2Fsrep35815&report=abstract&format=text","2016",2.25,1647,22,TRUE,0,4,1,0
